source,source_listing_id,source_url,scraped_at,publication_date,last_updated_date,active_status,active_evidence,title,description,district,subarea,address,latitude,longitude,coord_source,coord_precision,rent_original,rent_currency,rent_pen,rent_usd,rent_pen_basis,rent_usd_basis,maintenance_fee,maintenance_currency,maintenance_pen,maintenance_usd,maintenance_pen_basis,maintenance_usd_basis,maintenance_included_in_rent,estimated_total_monthly_pen,estimated_total_monthly_usd,fx_rate_usd_pen,property_type,operation,bedrooms,bathrooms,total_area_m2,built_area_m2,floor,total_floors,parking_spaces,parking_included,furnished,semi_furnished,balcony,terrace,laundry,interior_view,exterior_view,acoustic_windows,study,walk_in_closet,avenue_view,quiet_claim,studio_text,short_term_text,shared_room_text,internet_included,elevator,security_24h,gym,pool,coworking,common_areas,pets_allowed,minimum_contract_months,deposit_months,advance_months,utilities_included,agent_name,agency_name,phone,whatsapp,main_image_url,image_count,image_keys,amenities,raw_description,text_signals
urbania,1027,https://example.com/demo/urbania/1027.html,2026-09-24T17:45:06-05:00,2026-09-23,,LIKELY_ACTIVE,returned by a live urbania search at 2026-09-24T17:45:06-05:00,Departamento en alquiler — 2 dorm. (DEMO 1027),"Lindo depa totalmente amoblado con balcón y vista a la avenida, a pocos pasos del parque. Portería 24h, zona de parrilla. Se aceptan mascotas pequeñas. Garantía: dos meses. Contrato de 12 meses.",Miraflores,Lima,Av. Ejemplo 226 (DEMO),-12.131175,-77.028157,LISTING,EXACT,3600.0,PEN,3600.0,1063.52,PUBLISHED,CALCULATED,250.0,PEN,250.0,73.86,PUBLISHED,CALCULATED,,3850.0,1137.38,3.385,,Alquiler,2,2.0,77.0,72.0,,,0.0,False,True,,True,,,,True,,,,,,,,,,,True,,,,True,True,12.0,2.0,,,,DEMO Agente H,,,https://example.com/img/001027abcdef1234-1027.jpg,12,"['001027abcdef1234', '001027abcdef1234', '001027abcdef1234', '001027abcdef1234', '001027abcdef1234', '001027abcdef1234', '001027abcdef1234', '001027abcdef1234', '001027abcdef1234', '001027abcdef1234', '001027abcdef1234', '001027abcdef1234']",[],"Lindo depa totalmente amoblado con balcón y vista a la avenida, a pocos pasos del parque. Portería 24h, zona de parrilla. Se aceptan mascotas pequeñas. Garantía: dos meses. Contrato de 12 meses.","['furnished: …lindo depa totalmente amoblado con balcon y vista a la…', 'balcony: …totalmente amoblado con balcon y vista a la avenida, a…', 'exterior_view: …te amoblado con balcon y vista a la avenida, a pocos pasos del parqu…', 'security_24h: …pocos pasos del parque. porteria 24h, zona de parrilla. s…', 'common_areas: …el parque. porteria 24h, zona de parrilla. se aceptan mascotas peq…', 'pets_allowed: …4h, zona de parrilla. se aceptan mascotas pequenas. garantia: dos…', 'contract: …as. garantia: dos meses. contrato de 12 meses.…', 'deposit: …eptan mascotas pequenas. garantia: dos meses. contrato de 12 meses.…']"
adondevivir,1028,https://example.com/demo/adondevivir/1028,2026-09-24T17:45:06-05:00,2026-09-10,,LIKELY_ACTIVE,returned by a live adondevivir search at 2026-09-24T17:45:06-05:00,Alquiler departamento 1 dormitorio Miraflores (DEMO 1028),"Flat sin amoblar en piso 10, iluminado, cerca de supermercados y del malecón. Terraza, estudio / home office. Edificio con gimnasio y piscina. Mantenimiento aprox. 300 soles.",Miraflores,,Calle Ejemplo 127 (DEMO),-12.115723,-77.034908,LISTING,EXACT,650.0,USD,2200.25,650.0,CALCULATED,PUBLISHED,300.0,PEN,300.0,88.63,PUBLISHED,CALCULATED,,2500.25,738.63,3.385,,,1,2.0,48.0,47.0,10.0,,,,False,,True,True,True,,,,True,,,,,,,,,,True,True,,,,,,,,,DEMO Inmobiliaria C,+5110001027,,https://example.com/img/001028abcdef1234-1028.jpg,11,"['001028abcdef1234', '001028abcdef1234', '001028abcdef1234', '001028abcdef1234', '001028abcdef1234', '001028abcdef1234', '001028abcdef1234', '001028abcdef1234', '001028abcdef1234', '001028abcdef1234', '001028abcdef1234']","['Lavandería', 'Balcón']","Flat sin amoblar en piso 10, iluminado, cerca de supermercados y del malecón. Terraza, estudio / home office. Edificio con gimnasio y piscina. Mantenimiento aprox. 300 soles.","['furnished=False: …lores (demo 1028) \n flat sin amoblar en piso 10, iluminado, c…', 'balcony: …00 soles. \n lavanderia ; balcon…', 'terrace: …rmercados y del malecon. terraza, estudio / home office.…', 'laundry: …ento aprox. 300 soles. \n lavanderia ; balcon…', 'gym: …ome office. edificio con gimnasio y piscina. mantenimiento…', 'pool: …edificio con gimnasio y piscina. mantenimiento aprox. 30…', 'study: …econ. terraza, estudio / home office. edificio con gimnasio y…', 'maintenance: …con gimnasio y piscina. mantenimiento aprox. 300 soles. \n lavanderia ; balcon…', 'maintenance amount read from description']"
urbania,1029,https://example.com/demo/urbania/1029.html,2026-09-24T17:45:06-05:00,2026-09-23,,LIKELY_ACTIVE,returned by a live urbania search at 2026-09-24T17:45:06-05:00,Departamento en alquiler — 2 dorm. (DEMO 1029),"Departamento semi-amoblado frente a la avenida principal, ideal para ejecutivos. Recepción 24 horas, coworking.",Miraflores,Lima,Av. Ejemplo 228 (DEMO),-12.112521,-77.046527,LISTING,EXACT,2750.0,PEN,2750.0,812.41,PUBLISHED,CALCULATED,420.0,PEN,420.0,124.08,PUBLISHED,CALCULATED,,3170.0,936.49,3.385,,Alquiler,2,2.0,63.0,58.0,,,1.0,True,False,True,,,,,,,,,True,,,,,,,True,,,True,,,,,,,,DEMO Agente F,,,https://example.com/img/001029abcdef1234-1029.jpg,8,"['001029abcdef1234', '001029abcdef1234', '001029abcdef1234', '001029abcdef1234', '001029abcdef1234', '001029abcdef1234', '001029abcdef1234', '001029abcdef1234']",[],"Departamento semi-amoblado frente a la avenida principal, ideal para ejecutivos. Recepción 24 horas, coworking.","['semi_furnished: …emo 1029) \n departamento semiamoblado frente a la avenida pri…', 'avenue_view: …epartamento semiamoblado frente a la avenida principal, ideal para ej…', 'security_24h: …, ideal para ejecutivos. recepcion 24 horas, coworking.…', 'coworking: …vos. recepcion 24 horas, coworking.…']"
adondevivir,1030,https://example.com/demo/adondevivir/1030.html,2026-09-24T17:45:06-05:00,2026-09-05,,LIKELY_ACTIVE,returned by a live adondevivir search at 2026-09-24T17:45:06-05:00,Departamento en alquiler — 2 dorm. (DEMO 1030),"Lindo depa totalmente amoblado con balcón y vista a la avenida, a pocos pasos del parque. Portería 24h, zona de parrilla. Se aceptan mascotas pequeñas. Garantía: dos meses. Contrato de 12 meses.",Miraflores,Lima,Av. Ejemplo 229 (DEMO),-12.118639,-77.044168,LISTING,EXACT,2600.0,PEN,2600.0,768.09,PUBLISHED,CALCULATED,420.0,PEN,420.0,124.08,PUBLISHED,CALCULATED,,3020.0,892.17,3.385,,Alquiler,2,2.0,85.0,80.0,,,0.0,False,True,,True,,,,True,,,,,,,,,,,True,,,,True,True,12.0,2.0,,,,DEMO Agente G,,,https://example.com/img/001030abcdef1234-1030.jpg,12,"['001030abcdef1234', '001030abcdef1234', '001030abcdef1234', '001030abcdef1234', '001030abcdef1234', '001030abcdef1234', '001030abcdef1234', '001030abcdef1234', '001030abcdef1234', '001030abcdef1234', '001030abcdef1234', '001030abcdef1234']",[],"Lindo depa totalmente amoblado con balcón y vista a la avenida, a pocos pasos del parque. Portería 24h, zona de parrilla. Se aceptan mascotas pequeñas. Garantía: dos meses. Contrato de 12 meses.","['furnished: …lindo depa totalmente amoblado con balcon y vista a la…', 'balcony: …totalmente amoblado con balcon y vista a la avenida, a…', 'exterior_view: …te amoblado con balcon y vista a la avenida, a pocos pasos del parqu…', 'security_24h: …pocos pasos del parque. porteria 24h, zona de parrilla. s…', 'common_areas: …el parque. porteria 24h, zona de parrilla. se aceptan mascotas peq…', 'pets_allowed: …4h, zona de parrilla. se aceptan mascotas pequenas. garantia: dos…', 'contract: …as. garantia: dos meses. contrato de 12 meses.…', 'deposit: …eptan mascotas pequenas. garantia: dos meses. contrato de 12 meses.…']"
urbania,1031,https://example.com/demo/urbania/1031,2026-09-24T17:45:06-05:00,2026-09-16,,LIKELY_ACTIVE,returned by a live urbania search at 2026-09-24T17:45:06-05:00,Alquiler departamento 1 dormitorio Miraflores (DEMO 1031),"Lindo depa sin amoblar con balcón y vista a la avenida, a pocos pasos del parque. Portería 24h, zona de parrilla. Se aceptan mascotas pequeñas. Garantía: dos meses. Contrato de 12 meses.",Miraflores,,Calle Ejemplo 130 (DEMO),-12.127508,-77.045714,LISTING,APPROXIMATE,970.0,USD,3283.45,970.0,CALCULATED,PUBLISHED,,,,,,,,,,3.385,,,1,1.0,61.0,61.0,,,,,False,,True,,,,True,,,,,,,,,,True,True,,,,True,True,12.0,2.0,,,,DEMO Inmobiliaria A,+5110001030,,https://example.com/img/001031abcdef1234-1031.jpg,12,"['001031abcdef1234', '001031abcdef1234', '001031abcdef1234', '001031abcdef1234', '001031abcdef1234', '001031abcdef1234', '001031abcdef1234', '001031abcdef1234', '001031abcdef1234', '001031abcdef1234', '001031abcdef1234', '001031abcdef1234']","['Ascensor', 'Balcón']","Lindo depa sin amoblar con balcón y vista a la avenida, a pocos pasos del parque. Portería 24h, zona de parrilla. Se aceptan mascotas pequeñas. Garantía: dos meses. Contrato de 12 meses.","['furnished=False: …(demo 1031) \n lindo depa sin amoblar con balcon y vista a la…', 'balcony: …ndo depa sin amoblar con balcon y vista a la avenida, a…', 'exterior_view: …sin amoblar con balcon y vista a la avenida, a pocos pasos del parqu…', 'elevator: …contrato de 12 meses. \n ascensor ; balcon…', 'security_24h: …pocos pasos del parque. porteria 24h, zona de parrilla. s…', 'common_areas: …el parque. porteria 24h, zona de parrilla. se aceptan mascotas peq…', 'pets_allowed: …4h, zona de parrilla. se aceptan mascotas pequenas. garantia: dos…', 'contract: …as. garantia: dos meses. contrato de 12 meses. \n ascensor ; balcon…', 'deposit: …eptan mascotas pequenas. garantia: dos meses. contrato de 12 meses.…']"
adondevivir,1032,https://example.com/demo/adondevivir/1032.html,2026-09-24T17:45:06-05:00,2026-08-03,,LIKELY_ACTIVE,returned by a live adondevivir search at 2026-09-24T17:45:06-05:00,Departamento en alquiler — 1 dorm. (DEMO 1032),"Departamento semi-amoblado con vista interior, muy tranquilo, ventanas con doble vidrio. Cocina equipada, lavandería independiente, closets amplios. Edificio con ascensor y vigilancia 24 horas. Contrato mínimo 1 año, 2 meses de garantía y 1 mes de adelanto. Mantenimiento S/ 420.",Miraflores,Lima,Av. Ejemplo 231 (DEMO),-12.121657,-77.030689,LISTING,APPROXIMATE,2700.0,PEN,2700.0,797.64,PUBLISHED,CALCULATED,420.0,PEN,420.0,124.08,PUBLISHED,CALCULATED,,3120.0,921.72,3.385,,Alquiler,1,1.0,63.0,58.0,,,1.0,True,False,True,,,True,True,,True,,True,,True,,,,,True,True,,,,,,12.0,2.0,1.0,,,DEMO Agente I,,,https://example.com/img/001032abcdef1234-1032.jpg,12,"['001032abcdef1234', '001032abcdef1234', '001032abcdef1234', '001032abcdef1234', '001032abcdef1234', '001032abcdef1234', '001032abcdef1234', '001032abcdef1234', '001032abcdef1234', '001032abcdef1234', '001032abcdef1234', '001032abcdef1234']",[],"Departamento semi-amoblado con vista interior, muy tranquilo, ventanas con doble vidrio. Cocina equipada, lavandería independiente, closets amplios. Edificio con ascensor y vigilancia 24 horas. Contrato mínimo 1 año, 2 meses de garantía y 1 mes de adelanto. Mantenimiento S/ 420.","['semi_furnished: …emo 1032) \n departamento semiamoblado con vista interior, muy…', 'laundry: …vidrio. cocina equipada, lavanderia independiente, closets a…', 'interior_view: …tamento semiamoblado con vista interior, muy tranquilo, ventanas…', 'acoustic_windows: …tranquilo, ventanas con doble vidrio. cocina equipada, lavand…', 'quiet_claim: …lado con vista interior, muy tranquilo, ventanas con doble vid…', 'elevator: …ts amplios. edificio con ascensor y vigilancia 24 horas. c…', 'security_24h: …edificio con ascensor y vigilancia 24 horas. contrato minimo 1…', 'walk_in_closet: …avanderia independiente, closets amplios. edificio con ascensor…', 'contract: …r y vigilancia 24 horas. contrato minimo 1 ano, 2 meses de garantia y 1…', 'deposit: …. contrato minimo 1 ano, 2 meses de garantia y 1 mes de adelanto. man…', 'advance: …o, 2 meses de garantia y 1 mes de adelanto. mantenimiento s/ 420.…', 'maintenance: …tia y 1 mes de adelanto. mantenimiento s/ 420.…']"
urbania,1033,https://example.com/demo/urbania/1033.html,2026-09-24T17:45:06-05:00,2026-08-08,,LIKELY_ACTIVE,returned by a live urbania search at 2026-09-24T17:45:06-05:00,Departamento en alquiler — 1 dorm. (DEMO 1033),"Departamento frente a la avenida principal, ideal para ejecutivos. Recepción 24 horas, coworking.",Miraflores,Lima,Av. Ejemplo 232 (DEMO),-12.121806,-77.030062,LISTING,EXACT,3350.0,PEN,3350.0,989.66,PUBLISHED,CALCULATED,,,,,,,,,,3.385,,Alquiler,1,2.0,55.0,50.0,,,1.0,True,,,,,,,,,,,True,,,,,,,True,,,True,,,,,,,,DEMO Agente F,,,https://example.com/img/001033abcdef1234-1033.jpg,12,"['001033abcdef1234', '001033abcdef1234', '001033abcdef1234', '001033abcdef1234', '001033abcdef1234', '001033abcdef1234', '001033abcdef1234', '001033abcdef1234', '001033abcdef1234', '001033abcdef1234', '001033abcdef1234', '001033abcdef1234']",[],"Departamento frente a la avenida principal, ideal para ejecutivos. Recepción 24 horas, coworking.","['avenue_view: …emo 1033) \n departamento frente a la avenida principal, ideal para ej…', 'security_24h: …, ideal para ejecutivos. recepcion 24 horas, coworking.…', 'coworking: …vos. recepcion 24 horas, coworking.…']"
adondevivir,1034,https://example.com/demo/adondevivir/1034,2026-09-24T17:45:06-05:00,2026-09-17,,LIKELY_ACTIVE,returned by a live adondevivir search at 2026-09-24T17:45:06-05:00,Alquiler departamento 2 dormitorios Miraflores (DEMO 1034),"Lindo depa totalmente amoblado con balcón y vista a la avenida, a pocos pasos del parque. Portería 24h, zona de parrilla. Se aceptan mascotas pequeñas. Garantía: dos meses. Contrato de 12 meses.",Miraflores,,Calle Ejemplo 133 (DEMO),-12.12022,-77.029124,LISTING,EXACT,960.0,USD,3249.6,960.0,CALCULATED,PUBLISHED,420.0,PEN,420.0,124.08,PUBLISHED,CALCULATED,,3669.6,1084.08,3.385,,,2,2.0,97.0,93.0,,,,,True,,True,,True,,True,,,,,,,,,,,True,,,,True,True,12.0,2.0,,,,DEMO Inmobiliaria D,+5110001033,,https://example.com/img/001034abcdef1234-1034.jpg,10,"['001034abcdef1234', '001034abcdef1234', '001034abcdef1234', '001034abcdef1234', '001034abcdef1234', '001034abcdef1234', '001034abcdef1234', '001034abcdef1234', '001034abcdef1234', '001034abcdef1234']","['Vigilancia 24 horas', 'Lavandería']","Lindo depa totalmente amoblado con balcón y vista a la avenida, a pocos pasos del parque. Portería 24h, zona de parrilla. Se aceptan mascotas pequeñas. Garantía: dos meses. Contrato de 12 meses.","['furnished: …lindo depa totalmente amoblado con balcon y vista a la…', 'balcony: …totalmente amoblado con balcon y vista a la avenida, a…', 'laundry: …vigilancia 24 horas ; lavanderia…', 'exterior_view: …te amoblado con balcon y vista a la avenida, a pocos pasos del parqu…', 'security_24h: …contrato de 12 meses. \n vigilancia 24 horas ; lavanderia…', 'common_areas: …el parque. porteria 24h, zona de parrilla. se aceptan mascotas peq…', 'pets_allowed: …4h, zona de parrilla. se aceptan mascotas pequenas. garantia: dos…', 'contract: …as. garantia: dos meses. contrato de 12 meses. \n vigilancia 24 horas ;…', 'deposit: …eptan mascotas pequenas. garantia: dos meses. contrato de 12 meses.…']"
adondevivir,1001,https://example.com/demo/adondevivir/1001,2026-09-24T17:45:06-05:00,2026-09-23,,LIKELY_ACTIVE,returned by a live adondevivir search at 2026-09-24T17:45:06-05:00,Alquiler departamento 1 dormitorio Miraflores (DEMO 1001),"Flat amoblado en piso 9, iluminado, cerca de supermercados y del malecón. Terraza, estudio / home office. Edificio con gimnasio y piscina. Mantenimiento aprox. 420 soles.",Miraflores,,Calle Ejemplo 100 (DEMO),-12.110958,-77.046751,LISTING,EXACT,890.0,USD,3012.65,890.0,CALCULATED,PUBLISHED,420.0,PEN,420.0,124.08,PUBLISHED,CALCULATED,,3432.65,1014.08,3.385,,,1,2.0,63.0,58.0,9.0,,,,True,,,True,,,,,True,,,,,,,,True,True,True,True,,,,,,,,,DEMO Inmobiliaria A,+5110001000,,https://example.com/img/001001abcdef1234-1001.jpg,4,"['001001abcdef1234', '001001abcdef1234', '001001abcdef1234', '001001abcdef1234']","['Ascensor', 'Vigilancia 24 horas']","Flat amoblado en piso 9, iluminado, cerca de supermercados y del malecón. Terraza, estudio / home office. Edificio con gimnasio y piscina. Mantenimiento aprox. 420 soles.","['furnished: …lores (demo 1001) \n flat amoblado en piso 9, iluminado, ce…', 'terrace: …rmercados y del malecon. terraza, estudio / home office.…', 'elevator: …ento aprox. 420 soles. \n ascensor ; vigilancia 24 horas…', 'security_24h: …420 soles. \n ascensor ; vigilancia 24 horas…', 'gym: …ome office. edificio con gimnasio y piscina. mantenimiento…', 'pool: …edificio con gimnasio y piscina. mantenimiento aprox. 42…', 'study: …econ. terraza, estudio / home office. edificio con gimnasio y…', 'maintenance: …con gimnasio y piscina. mantenimiento aprox. 420 soles. \n ascensor ; vigilancia…']"
adondevivir,9001,https://example.com/demo/urbania/9001,2026-09-24T17:45:06-05:00,2026-09-18,,LIKELY_ACTIVE,returned by a live adondevivir search at 2026-09-24T17:45:06-05:00,Monoambiente tipo estudio (DEMO 9001),"Departamento totalmente amoblado, calle tranquila y residencial, contrafrente. Dos baños completos, walk-in closet. Incluye estacionamiento. Contrato mínimo 6 meses.",Miraflores,,Calle Ejemplo 103 (DEMO),-12.121697,-77.032041,LISTING,APPROXIMATE,760.0,USD,2572.6,760.0,CALCULATED,PUBLISHED,,,,,,,,,,3.385,,,0,1.0,96.0,92.0,,,,True,True,,True,,True,True,,,,True,,True,True,,,,,,,,,,,6.0,,,,,DEMO Inmobiliaria D,+5110001003,,https://example.com/img/9001x.jpg,1,[],"['Lavandería', 'Balcón']","Departamento totalmente amoblado, calle tranquila y residencial, contrafrente. Dos baños completos, walk-in closet. Incluye estacionamiento. Contrato mínimo 6 meses.","['furnished: …departamento totalmente amoblado, calle tranquila y resid…', 'balcony: …6 meses. \n lavanderia ; balcon…', 'laundry: …ntrato minimo 6 meses. \n lavanderia ; balcon…', 'interior_view: …tranquila y residencial, contrafrente. dos banos completos, wa…', 'quiet_claim: …nto totalmente amoblado, calle tranquila y residencial, contrafre…', 'parking_included: …mpletos, walk-in closet. incluye estacionamiento. contrato minimo 6 meses…', 'walk_in_closet: …te. dos banos completos, walk-in closet. incluye estacion…', 'studio_text: …monoambiente tipo estudio (demo 9001)…', 'contract: …incluye estacionamiento. contrato minimo 6 meses. \n lavanderia ; balcon…']"
adondevivir,9002,https://example.com/demo/urbania/9002,2026-09-24T17:45:06-05:00,2026-09-18,,LIKELY_ACTIVE,returned by a live adondevivir search at 2026-09-24T17:45:06-05:00,Departamento 3 dormitorios (DEMO 9002),"Departamento totalmente amoblado, calle tranquila y residencial, contrafrente. Dos baños completos, walk-in closet. Incluye estacionamiento. Contrato mínimo 6 meses.",Miraflores,,Calle Ejemplo 103 (DEMO),-12.121697,-77.032041,LISTING,APPROXIMATE,760.0,USD,2572.6,760.0,CALCULATED,PUBLISHED,,,,,,,,,,3.385,,,3,1.0,96.0,92.0,,,,True,True,,True,,True,True,,,,True,,True,,,,,,,,,,,,6.0,,,,,DEMO Inmobiliaria D,+5110001003,,https://example.com/img/9002x.jpg,1,[],"['Lavandería', 'Balcón']","Departamento totalmente amoblado, calle tranquila y residencial, contrafrente. Dos baños completos, walk-in closet. Incluye estacionamiento. Contrato mínimo 6 meses.","['furnished: …departamento totalmente amoblado, calle tranquila y resid…', 'balcony: …6 meses. \n lavanderia ; balcon…', 'laundry: …ntrato minimo 6 meses. \n lavanderia ; balcon…', 'interior_view: …tranquila y residencial, contrafrente. dos banos completos, wa…', 'quiet_claim: …nto totalmente amoblado, calle tranquila y residencial, contrafre…', 'parking_included: …mpletos, walk-in closet. incluye estacionamiento. contrato minimo 6 meses…', 'walk_in_closet: …te. dos banos completos, walk-in closet. incluye estacion…', 'contract: …incluye estacionamiento. contrato minimo 6 meses. \n lavanderia ; balcon…']"
urbania,9003,https://example.com/demo/urbania/9003,2026-09-24T17:45:06-05:00,2026-09-05,,INACTIVE,source status = FINALIZADO,Aviso finalizado (DEMO 9003),Aviso finalizado de prueba.,Miraflores,,Calle Inactiva 903 (DEMO),-12.113,-77.042,LISTING,EXACT,970.0,USD,3283.45,970.0,CALCULATED,PUBLISHED,500.0,PEN,500.0,147.71,PUBLISHED,CALCULATED,,3783.45,1117.71,3.385,,,2,2.0,105.0,97.0,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,DEMO Inmobiliaria B,+5110009003,,https://example.com/img/9003x.jpg,1,[],"['Vigilancia 24 horas', 'Ascensor']",Aviso finalizado de prueba.,"['elevator: …vigilancia 24 horas ; ascensor…', 'security_24h: …finalizado de prueba. \n vigilancia 24 horas ; ascensor…']"
adondevivir,9004,https://example.com/demo/urbania/9004,2026-09-24T17:45:06-05:00,2026-09-08,,LIKELY_ACTIVE,returned by a live adondevivir search at 2026-09-24T17:45:06-05:00,Stretch 2 dormitorios amplio (DEMO 9004),"Departamento amplio de 96 m2, amoblado, vista interior, dos baños, lavandería.",Miraflores,,Calle Amplia 904 (DEMO),-12.131,-77.04,LISTING,EXACT,1060.0,USD,3588.1,1060.0,CALCULATED,PUBLISHED,250.0,PEN,250.0,73.86,PUBLISHED,CALCULATED,,3838.1,1133.86,3.385,,,2,1.5,104.0,96.0,,,,,True,,,,True,True,,,,,,,,,,,True,True,,,,,,,,,,,DEMO Inmobiliaria E,+5110009004,,https://example.com/img/9004x.jpg,1,[],"['Vigilancia 24 horas', 'Ascensor']","Departamento amplio de 96 m2, amoblado, vista interior, dos baños, lavandería.","['furnished: …tamento amplio de 96 m2, amoblado, vista interior, dos ban…', 'laundry: …sta interior, dos banos, lavanderia. \n vigilancia 24 horas ;…', 'interior_view: …plio de 96 m2, amoblado, vista interior, dos banos, lavanderia.…', 'elevator: …vigilancia 24 horas ; ascensor…', 'security_24h: …dos banos, lavanderia. \n vigilancia 24 horas ; ascensor…']"
urbania,9005,https://example.com/demo/urbania/9005,2026-09-24T17:45:06-05:00,2026-09-03,,LIKELY_ACTIVE,returned by a live urbania search at 2026-09-24T17:45:06-05:00,"Límite Miraflores, 2 dormitorios (DEMO 9005)","Vista interior, ventanas antirruido, amoblado, lavandería, vigilancia 24 horas.",Surquillo,,Calle Borde 905 (DEMO),-12.118,-77.0085,LISTING,APPROXIMATE,880.0,USD,2978.8,880.0,CALCULATED,PUBLISHED,420.0,PEN,420.0,124.08,PUBLISHED,CALCULATED,,3398.8,1004.08,3.385,,,2,1.5,50.0,88.0,,,,,True,,,,True,True,,True,,,,,,,,,True,True,True,,,,,,,,,,DEMO Inmobiliaria C,+5110009005,,https://example.com/img/9005x.jpg,10,[],"['Gimnasio', 'Ascensor']","Vista interior, ventanas antirruido, amoblado, lavandería, vigilancia 24 horas.","['furnished: …or, ventanas antirruido, amoblado, lavanderia, vigilancia…', 'laundry: …as antirruido, amoblado, lavanderia, vigilancia 24 horas.…', 'interior_view: …ormitorios (demo 9005) \n vista interior, ventanas antirruido, am…', 'acoustic_windows: …vista interior, ventanas antirruido, amoblado, lavanderia, v…', 'elevator: …a 24 horas. \n gimnasio ; ascensor…', 'security_24h: …o, amoblado, lavanderia, vigilancia 24 horas. \n gimnasio ; asce…', 'gym: …, vigilancia 24 horas. \n gimnasio ; ascensor…', ""title mentions Miraflores but district field says 'Surquillo'""]"
urbania,9006,https://example.com/demo/urbania/9006,2026-09-24T17:45:06-05:00,2026-09-03,,LIKELY_ACTIVE,returned by a live urbania search at 2026-09-24T17:45:06-05:00,Lejos del límite (DEMO 9006),Otro distrito.,Surquillo,,Calle Lejana 906 (DEMO),-12.118,-76.995,LISTING,APPROXIMATE,700.0,USD,2369.5,700.0,CALCULATED,PUBLISHED,420.0,PEN,420.0,124.08,PUBLISHED,CALCULATED,,2789.5,824.08,3.385,,,1,1.5,50.0,43.0,,,,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,,DEMO Inmobiliaria C,+5110009006,,https://example.com/img/9006x.jpg,1,[],"['Gimnasio', 'Ascensor']",Otro distrito.,"['elevator: …o distrito. \n gimnasio ; ascensor…', 'gym: …9006) \n otro distrito. \n gimnasio ; ascensor…']"
